id,title,date,location
40,XXI. Zánkai Táncfesztivál - Junior I C LAT 2015.08.26,2015.08.26,Zánka
41,TáncSport Magyar Bajnokságok 2018 - LAT Mix Junior B Liga Formációs Táncok Magyar Bajnoksága 2018.02.03,2018.02.03,Szigetszentmiklós
42,Balaton Summer Táncverseny - Szóló Junior E LAT 2022.08.14,2022.08.14,"8700 Marcali, Park utca 16"
43,"II. Salgótarjáni Havanna Kupa - Ifjúsági ""C"" Standard 2014.04.19",2014.04.19,Salgótarján
44,MTÁSZ Pest-megyei Régió Bajnokság - TB Ifjúsági B LAT 2018.03.03,2018.03.03,Csömör
45,Budapesti Területi Bajnokság - TB Felnőtt A LAT 2019.03.02,2019.03.02,Csömör
46,Szőke Tisza Nemzetközi Táncverseny - Junior II D Standard 2023.06.11,2023.06.11,Városi Sportcsarnok Szeged
47,Közép-Magyarország Területi Bajnokság - Senior I Open Standard 2022.02.20,2022.02.20,"Csömör, Major út 7-9"
48,"Felnőtt-Ifjúsági Tíztánc, Junior Standard és Hivatásos Ranglista - Gyerek I. - Nagyon Kezdő - Sta 2014.03.08",2014.03.08,Szolnok
49,-  0000.00.00,0000.00.00,
50,"""D"" OB és Klubközi Táncverseny - Ifjúsági B LAT 2020.09.19",2020.09.19,"7761 Kozármisleny, Alkotmány tér 53"
51,XIII. Zala Open Formációs Táncok Magyar Bajnoksága - Formáció Felnőtt A Liga LAT 2021.09.18,2021.09.18,"8900 Zalaegerszeg, Zárda u.21-25"
52,"II. Danza Kupa - Junior I. ""E"" Standard 2014.10.11",2014.10.11,Budapest
53,TáncSport Magyar Bajnokság 2021 - Hungarian Dance Open - ParaDance Senior Ranglista Freestyle 2021.09.25,2021.09.25,"9700 Szombathely, Március 15. tér 5"
54,V. Danza Kupa - Senior I E LAT 2016.05.08,2016.05.08,Budapest
55,XXV. Gála Kupa - Ifjúsági B LAT 2024.10.20,2024.10.20,"8900 Zalaegerszeg, Stadion u. 3"
56,IV. C&M Kupa - Junior II E STT 2019.11.09,2019.11.09,"8600 Siófok, Szépvölgyi út 2"
57,"XIX.Gála Kupa Felnőtt-Ifjúsági Standard,Junior Latin,Senior Standard Ranglistaverseny és Klubközi Táncverseny - Felnőtt C Standard 2018.04.22",2018.04.22,Zalaegerszeg
58,"U21 STANDARD MB,U21 LATIN MB és Kűr MB - Felnőtt E LAT 2021.05.15",2021.05.15,6760 Kistelek Kossuth u. 5-7
59,"E Hattánc Országos Bajnokság, D Nyolctánc Országos Bajnokság és Klubközi Verseny - Ifjúsági C Standard 2015.03.28",2015.03.28,Szekszárd
60,XVI. RexTerra Kupa - Ifjúsági E LAT 2022.11.12,2022.11.12,6400 Kossuth utca 23
61,"Felnőtt-Ifjúsági Latin, Junior Tíztánc Ranglista , Professzionista Standard Ranglista és klubközi verseny - Felnőtt E Standard 2016.10.08",2016.10.08,Hajdúböszörmény
62,"Szőke Tisza 2017. 
OPEN Nemzetközi Táncverseny - Felnőtt E LAT 2017.06.10",2017.06.10,Szeged
63,"V. Eraklin Kupa, E Országos Bajnokság, U21 Tíztánc Magyar Bajnokság - OB Felnőtt E LAT 2015.10.24",2015.10.24,Nagykanizsa
64,"Lászlóvill Kupa RL, Klubközi Táncverseny - RL Junior  10T 2019.05.18",2019.05.18,Székesfehérvár
65,Balaton Summer Táncverseny - Gyermek II E LAT 2022.08.13,2022.08.13,"8700 Marcali, Park utca 16"
66,Nyugat- Magyarország Területi Bajnokság - TB Junior I C Standard 2023.02.25,2023.02.25,7400 Kaposvár Arany János út 97
67,Nyugat- Magyarország Területi Bajnokság - Szóló Junior C LAT 2023.02.25,2023.02.25,7400 Kaposvár Arany János út 97
68,Kelet-Magyarország Területi Bajnokság - TB Junior II C LAT 2017.03.18,2017.03.18,Szentes
69,"IX. Gemenc Kupa - Felnőtt ""B"" Standard 2014.11.09",2014.11.09,Tolna
70,XII. Eraklin Kupa- D Országos Bajnokság - OB Senior IV D Standard 2023.10.07,2023.10.07,"8800 Nagykanizsa, Táborhely u. 4"
71,11. Danza Kupa - Junior II E LAT 2019.04.06,2019.04.06,Budapest
72,III. Szoldance Kupa - OB Felnőtt E Hattánc 2025.02.08,2025.02.08,"5000 Szolnok, Hild János tér 1"
73,XII. Kner Kupa- D Országos Bajnokság és Klubközi Táncverseny - Junior II B LAT 2019.10.05,2019.10.05,Mezőtúr
74,Spirit Kupa C-B Tíztánc Országos Bajnokságok és klubközi verseny - Gyermek II E Standard 2025.03.09,2025.03.09,Kiskunmajsa Aréna
75,VIII. Kner Kupa- C és B Tíztánc OB és Klubközi Táncverseny - Senior I E LAT 2015.04.11,2015.04.11,Mezőtúr
76,XII Ametiszt Kupa - Ifjúsági D Standard 2016.10.16,2016.10.16,Kaposvár
77,Közép-Magyarország Területi Bajnokság - TB Junior II D LAT 2024.03.03,2024.03.03,"Csömör, Major út 7-9"
78,III. Szoldance Kupa - Junior II C LAT 2025.02.08,2025.02.08,"5000 Szolnok, Hild János tér 1"
79,"Lászlóvill Kupa Felnőtt-Ifjúsági Standard, Junior Tíztánc Ranglista és Klubközi Verseny - Senior II D LAT 2017.04.23",2017.04.23,Székesfehérvár
80,XIII. Ritmo Kupa - Junior II C LAT 2016.10.09,2016.10.09,Mohács
81,XI. Kner Kupa- Klubközi és Szabadidősport Táncverseny - Junior I E LAT 2019.03.24,2019.03.24,Mezőtúr
82,"B-A-S, Senior Open Osztályos Országos Társastánc Bajnokság - OB Felnőtt A Standard 2022.11.26",2022.11.26,"5600 Békéscsaba, Széchenyi u. 4"
83,I. Gyulai Táncfesztivál - I-D-STT 2019.07.21,2019.07.21,Prohászka Zsolt Városi Tornacsarnok
84,-  0000.00.00,0000.00.00,
85,-  0000.00.00,0000.00.00,
86,Balaton Summer Táncverseny - Felnőtt C Standard 2024.08.09,2024.08.09,"8700 Marcali, Park utca 16"
87,"E Hattánc Országos Bajnokság, D Nyolctánc Országos Bajnokság - Felnőtt E LAT 2016.03.06",2016.03.06,Komló
88,"B-A-S, Senior Open OB, III.Nyíri Lajos Emlékverseny - OB Junior I B Standard 2019.12.08",2019.12.08,"5600 Békéscsaba, Széchenyi utca 4"
89,Közép-Magyarország Területi Bajnokság - Junior II D STT 2021.03.07,2021.03.07,"Csömör, Major út 7-9"
90,Közép-Magyarország Területi Bajnokság - Szóló Ifjúsági D LAT 2022.02.20,2022.02.20,"Csömör, Major út 7-9"
91,Kelet-Magyarország Területi Bajnokság - Junior I. - E - Standard 2014.02.22,2014.02.22,Nyíradony
92,Kanizsa Kupa - Junior I. Kezdő LAT 2014.09.21,2014.09.21,Nagykanizsa
93,"""D"" OB és Klubközi Táncverseny - OB Junior II D Standard 2020.09.19",2020.09.19,"7761 Kozármisleny, Alkotmány tér 53"
94,"III. FULLDANCE KUPA OPEN FORMÁCIÓS RANGLISTA, RISING STAR STANDARD-LATIN ÉS KLUBKÖZI TÁNCVERSENY - Felnőtt D Standard 2016.04.16",2016.04.16,Tápiószentmárton
95,"Felnőtt-Ifi latin, Junior standard, Senior latin, Profi standard - Gyermek II D Standard 2022.04.24",2022.04.24,"9700, Március 15. tér 5"
96,"TáncSport Magyar Bajnokság, C és B Tíztánc Országos Bajnokság - Ifjúsági C LAT 2023.04.15",2023.04.15,"1213 Budapest, Hollandi út 8"
97,XXIV.Zánkai Táncfesztivál - Junior I E LAT 2018.08.19,2018.08.19,Zánka
98,Közép-Magyarország Területi Bajnokság - TB Senior III D Standard 2024.03.03,2024.03.03,"Csömör, Major út 7-9"
99,B-A-S és Senior Open Országos Bajnokság és Klubközi Táncverseny - Szóló Junior II. E Standard 2024.11.30,2024.11.30,"4060 Balmazújváros, Kastélykert utca 3"
100,"C Országos Bajnokság, U21 Standard és Latin Magyar Bajnokság és Klubközi Verseny - OB Junior I C LAT 2015.11.14",2015.11.14,Nyíradony
101,XV. RexTerra Kupa - Ifjúsági B Standard 2021.11.13,2021.11.13,"Kiskunhalas, Kossuth utca 23"
102,"E OB, U21 10 Tánc MB és Klubközi Verseny - Szóló Gyermek II. E LAT 2024.09.07",2024.09.07,"Csömöri Sportcsarnok 2141. Csömör, Major út 7-9"
103,"Felnőtt-Ifjúsági Standard, Junior Latin, Senior Standard Ranglista - Junior II C Standard 2018.11.03",2018.11.03,Algyő
104,XII. Ritmo Kupa - Junior I E LAT 2015.09.27,2015.09.27,Pécs
105,XXIII. Gála Kupa Táncverseny és ParaDance Magyar Bajnokság - Felnőtt D Standard 2022.10.02,2022.10.02,8900 Zalaegerszeg Stadion u 3
106,C és B Tíztánc Országos Bajnokság és Klubközi Táncverseny - Junior I E Standard 2018.04.14,2018.04.14,Szekszárd
107,VII. Hatvan Kupa - GYEREK2-Kezdő-LAT Szóló 2015.05.10,2015.05.10,Hatvan
108,Kelet Magyarország Területi Bajnokság - TB Senior II Open Standard 2019.03.02,2019.03.02,Kunszentmárton
109,Balaton Summer Táncverseny - Junior II D Standard 2023.08.12,2023.08.12,"Marcali, Park utca 16"
110,"Szigo Kupa- Felnőtt-Ifjúsági Tíztánc, Junior Latin és Senior Standard Ranglista- és Klubközi Verseny - Ifjúsági-Felnőtt Tíztánc Ranglista 2015.05.30",2015.05.30,Komló
111,Közép-Magyarország TB - TB Ifjúsági D Standard 2025.03.02,2025.03.02,"Csömöri Sportcsarnok,Csömör, Major út 7-9"
112,"Senior-Felnőtt-Ifjúsági Tíztánc, Profi Latin Ranglista és Klubközi Táncverseny - Junior I C Standard 2023.02.18",2023.02.18,Hódmezővásárhelyi SZC Csongrádi Sághy Mihály Techn
113,"VI. Kner Kupa C és B Tíztánc OB és Klubközi Táncverseny - Gyerek II. ""E"" LAT 2014.04.05",2014.04.05,Mezőtúr
114,DanceNet Kupa - Felnőtt E Standard 2023.12.17,2023.12.17,"Csömör, Major út 7-9"
115,XIII. Ametiszt Kupa - Junior I D LAT 2017.12.03,2017.12.03,Kaposvár
116,Nyugat- Magyarország Területi Bajnokság - TB Ifjúsági E LAT 2018.03.03,2018.03.03,Kaposvár
117,-  0000.00.00,0000.00.00,
118,Közép-Magyarország TB - TB Senior III C Standard 2025.03.02,2025.03.02,"Csömöri Sportcsarnok,Csömör, Major út 7-9"
119,Budapesti Területi Bajnokság - TB Junior I C LAT 2019.03.02,2019.03.02,Csömör
120,Balaton Summer Táncverseny - Felnőtt E Standard 2023.08.11,2023.08.11,"Marcali, Park utca 16"
121,XXI. Zánkai Táncfesztivál - Gyermek II D LAT 2015.08.24,2015.08.24,Zánka
122,Balaton Summer Táncverseny - Gyermek II D LAT 2022.08.14,2022.08.14,"8700 Marcali, Park utca 16"
123,"VII. Forma Kupa - Felnőtt ""D"" Standard 2014.04.12",2014.04.12,Algyő
124,Ritmo Kupa - C OB és Klubközi Táncverseny - Junior II E LAT 2023.11.04,2023.11.04,"7761 Kozármisleny, Alkotmány tér 53"
125,"XIII. RexTerra Kupa - C Országos Bajnokság, U21 Latin Magyar Bajnokság - Junior I D Standard 2017.11.25",2017.11.25,Kiskunhalas
126,II. Universe Kupa - Felnőtt D Standard 2019.05.04,2019.05.04,Debrecen
127,VII. Hatvan Kupa - Junior II Ifjúsági C Standard 2015.05.10,2015.05.10,Hatvan
128,"I. Szoldance Kupa -Hattánc, Nyolctánc Országos Bajnokság és Klubközi Táncverseny - Felnőtt A LAT 2023.02.11",2023.02.11,"5000 Szolnok, Tiszaligeti sétány 2"
129,12. Danza Kupa - Ifjúsági B Tíztánc 2020.03.01,2020.03.01,"1044 Budapest, Megyeri út 6"
130,Szigo Kupa - Gyermek I E LAT 2018.06.02,2018.06.02,Siklós
131,V. Sundance Kupa C és B Tíztánc OB - Szóló Junior II. E LAT 2024.04.06,2024.04.06,"6500 Baja, Duna utca 33"
132,B-A-S és Senior Open Országos Bajnokság és Klubközi Táncverseny - OB Felnőtt A LAT 2024.11.30,2024.11.30,"4060 Balmazújváros, Kastélykert utca 3"
133,TáncSport Magyar Bajnokság 2022 - Senior I  LAT 2022.03.05,2022.03.05,"1213 Budapest, Hollandi út 8"
134,Kelet-Magyarország Területi Bajnokság - Junior II. - D Standard 2014.02.22,2014.02.22,Nyíradony
135,"Lászlóvill Kupa Senior-Felnőtt-Ifjúsági Latin, Junior Standard, Profi Standard Ranglista és Klubközi Táncverseny - Ifjúsági E Standard 2023.04.22",2023.04.22,"Mór, Táncsics Mihály u. 25"
136,Balaton Summer Táncverseny - Ifjúsági D Standard 2024.08.09,2024.08.09,"8700 Marcali, Park utca 16"
137,TáncSport Magyar Bajnokság 2020 - MB Senior I  Standard 2020.10.04,2020.10.04,"9700 Szombathely, Március 15 tér 5"
138,"ISIS DANCE OPEN-Felnőtt-Ifjúsági Tíztánc, Junior Standard, Senior 10 Tánc, Professional Latin ranglista - Ifjúsági B LAT 2018.10.27",2018.10.27,Szombathely
139,"Felnőtt - Ifjúsági Standard, Junior Tíztánc és Professzionista Latin Ranglista Táncverseny - Ifjúsági D Standard 2015.12.12",2015.12.12,Szentes
140,"Felnőtt-Ifjúsági Standard, Junior Latin, Senior Tíztánc Ranglista és Klubközi Táncverseny - Ifjúsági D LAT 2017.10.07",2017.10.07,Hajdúböszörmény
141,Kelet-Magyarország Területi Bajnokság - TB Junior I C STT 2015.03.07,2015.03.07,Nyíradony
142,Spirit Kupa Kiskunmajsa - Junior I C Standard 2021.10.30,2021.10.30,"6120 Kiskunmajsa, Iskola utca 17"
143,I. Sundance Kupa - Felnőtt D Standard 2017.05.07,2017.05.07,Baja
144,11. Danza Kupa - Senior I D Standard 2019.04.06,2019.04.06,Budapest
145,-  0000.00.00,0000.00.00,
146,Ametiszt Kupa - Felnőtt C Standard 2022.10.29,2022.10.29,7400 Kaposvár Arany János út 97
147,Kelet-Magyarország Területi Bajnokság - TB Senior III D LAT 2017.03.18,2017.03.18,Szentes
148,Savaria Kupa Klubközi Táncverseny - JN1-C-LAT 2019.06.08,2019.06.08,"9700, Szombathely Március 15 tér 5"
149,Euroline Kupa Országos Ranglista Táncverseny - Szabadidősport-OB-Senior-III- Standard 2015.03.14,2015.03.14,Szolnok
150,-  0000.00.00,0000.00.00,
151,Kelet-Magyarország Területi Bajnokság - TB Senior II Open Standard 2024.03.02,2024.03.02,"5440 Kunszentmárton, Kossuth Lajos utca 40"
152,Kelet-Magyarország TB - Szóló Junior II. B LAT 2025.03.01,2025.03.01,"Kunszentmárton, Kossuth Lajos utca 40"
153,"iDance2017 - Felnőtt-Ifjúsági Tíztánc, Junior Latin, Senior Standard Ranglista és Klubközi táncverseny - Junior II C LAT 2017.05.20",2017.05.20,Kozármisleny
154,iDance2019-C Országos Bajnokság és Klubközi Táncverseny - Ifjúsági D STT 2019.11.16,2019.11.16,"7761 Kozármisleny, Alkotmány tér 53"
155,-  0000.00.00,0000.00.00,
156,77. DanceNet Kupa - Ifjúsági C Standard 2021.05.29,2021.05.29,"2141. Csömör, Major út 7-9"
157,Nyugat- Magyarország Területi Bajnokság - Szóló Gyermek E LAT 2022.02.19,2022.02.19,7400 Kaposvár Arany János út 97
158,II. Tenkes Kupa - Junior I-II. Haladó LAT 2014.10.11,2014.10.11,Siklós
159,VIII. Hatvan Kupa - Junior II D LAT 2016.05.29,2016.05.29,Hatvan
160,XII. Hatvan Kupa - Junior I C LAT 2020.08.30,2020.08.30,"3000.Hatvan, Balassi Bálint út 2"
161,VIII. Gemenc Kupa - Ifjúsági - Felnőtt Kezdő Stand 2014.03.30,2014.03.30,Tolna
162,XVI. Hatvan Kupa - Junior II C LAT 2024.05.11,2024.05.11,"3000. Hatvan, Balassi Bálint út 2"
163,Nyugat-Magyarország Területi Bajnokság - TB Ifjúsági A Standard 2016.03.12,2016.03.12,Kaposmérő
164,"IV.Eraklin Kupa - Gyerek I. ""E"" Standard 2014.09.20",2014.09.20,Nagykanizsa
165,"III. FULLDANCE KUPA OPEN FORMÁCIÓS RANGLISTA, RISING STAR STANDARD-LATIN ÉS KLUBKÖZI TÁNCVERSENY - Gyermek II E LAT 2016.04.16",2016.04.16,Tápiószentmárton
166,XVIII RexTerra Kupa - Junior II D STT 2024.11.16,2024.11.16,Kiskunhalas Kosssuth 23
167,31. Bem kupa - Junior I E LAT 2019.11.24,2019.11.24,"1108 Budapest, Mádi u. 173"
168,"Botafogo Kupa, U21 STT, LAT és  Kűr Magyar Bajnokságok - Szóló Junior II. D LAT 2024.04.28",2024.04.28,"1213 Budapest, Hollandi út 8"
169,XIII. FEKETE SAS KUPA - Junior II D LAT 2018.11.18,2018.11.18,Hódmezővásárhely
170,Közép-Magyarország Területi Bajnokság - Felnőtt A LAT 2021.03.07,2021.03.07,"Csömör, Major út 7-9"
171,-  0000.00.00,0000.00.00,
172,XV. Kistelek Open - KOC JUNIOR I OPEN LAT 2018.09.22,2018.09.22,Kistelek
173,Kelet-Magyarország Területi Bajnokság - TB Gyermek II D LAT 2020.03.07,2020.03.07,Algyői Fehér Ignác Általános Iskola Sportcsarnoka
174,"XIII. Eraklin Kupa- D Országos Bajnokság, Cséplő Dániel Emlékkupa - Szóló Gyermek I. D LAT 2024.10.05",2024.10.05,"8800 Nagykanizsa, Táborhely u. 4"
175,X. Eraklin kupa - Ifjúsági E Standard 2021.10.16,2021.10.16,"8800 Nagykanizsa, Hunyadi u. 18"
176,Balaton Summer Táncverseny - Gyermek I E LAT 2022.08.12,2022.08.12,"8700 Marcali, Park utca 16"
177,I. Nyíri Lajos Emlékverseny és U21 Tíztánc Magyar Bajnokság - Felnőtt B Standard 2016.12.11,2016.12.11,Békéscsaba
178,"Ametiszt Kupa és Senior-Felnőtt-Ifjúsági tíztánc, Junior latin, Profi standard RL - Szóló Junior D LAT 2023.10.28",2023.10.28,Kaposvár Városi Sportcsarnok
179,Kelet-Magyarország Területi Bajnokság - TB Senior IV Open Standard 2024.03.02,2024.03.02,"5440 Kunszentmárton, Kossuth Lajos utca 40"
180,III. Tavaszváró Táncverseny - Junior II E LAT 2019.03.16,2019.03.16,Nyíregyháza
181,"XI FORMA kupa D országos Bajnokság, U 21 Tíztánc Magyar Bajnoksága - Junior II E Standard 2017.10.14",2017.10.14,Algyő
182,-  0000.00.00,0000.00.00,
183,D Országos Bajnokság - Felnőtt C LAT 2016.10.22,2016.10.22,Pécs
184,IX. Hatvan Kupa - Felnőtt C LAT 2017.05.06,2017.05.06,Hatvan
185,-  0000.00.00,0000.00.00,
186,"E Hattánc Országos Bajnokság, D Nyolctánc Országos Bajnokság - Junior II B LAT 2018.02.17",2018.02.17,Kozármisleny
187,34. Bem kupa - Ifjúsági B LAT 2023.10.01,2023.10.01,"1108 Budapest, Mádi u. 173"
188,"Tíztánc-, Nyolctánc Magyar Bajnokságok - Szóló Junior II. E Standard 2025.03.08",2025.03.08,Kiskunmajsa Aréna
189,RITMO KUPA - Junior I B LAT 2022.06.04,2022.06.04,"7761 Kozármisleny, Alkotmány tér 53"
190,-  0000.00.00,0000.00.00,
191,XIII. Ametiszt Kupa - Gyermek II D LAT 2017.12.03,2017.12.03,Kaposvár
192,DanceNet Kupa - Felnőtt C Standard 2023.12.17,2023.12.17,"Csömör, Major út 7-9"
193,Kelet-Magyarország Területi Bajnokság - TB Felnőtt C LAT 2023.02.25,2023.02.25,"4060 Balmazújváros, Kastélykert utca 3"
194,Közép-Magyarország TB - TB Senior I Open Standard 2025.03.02,2025.03.02,"Csömöri Sportcsarnok,Csömör, Major út 7-9"
195,"X. Forma Kupa és C Országos Bajnokság,U21 Standard és Latin Magyar Bajnokság - MB U21 Standard 2016.12.03",2016.12.03,Algyő
196,23. Bem Kupa - Felnőtt E Standard 2015.05.17,2015.05.17,Budapest
197,Kelet Magyarország Területi Bajnokság - TB Felnőtt B LAT 2019.03.02,2019.03.02,Kunszentmárton
198,Balaton Summer Táncverseny - Felnőtt C LAT 2023.08.13,2023.08.13,"Marcali, Park utca 16"
199,Szigo Kupa - Ranglista Senior  Standard 2021.06.12,2021.06.12,"Siklós, Gyűdi út 2"
200,C és B Tíztánc Országos Bajnokság és Klubközi Táncverseny - Senior III Open Standard 2018.04.14,2018.04.14,Szekszárd
201,Zala Open és Formációs Magyar Bajnokság - Zala Open Felnőtt Lányformáció LAT 2022.10.01,2022.10.01,8900 Zalaegerszeg Stadion u 3
202,"C Tíztánc Országos Bajnokság, B Tíztánc Országos Bajnokság és Klubközi Táncverseny - Ifjúsági D LAT 2017.04.01",2017.04.01,Pécs
203,XII. Ritmo Kupa - Ifjúsági E Standard 2015.09.27,2015.09.27,Pécs
204,VIII. Eraklin Kupa Klubközi és Cséplő Dániel Emlékkupa Szabadidős Táncverseny - Gyermek II E LAT 2018.11.11,2018.11.11,Nagykanizsa
205,"Felnőtt-Ifjúsági standard, Junior tíztánc, Senior standard, Profi latin Ranglista - Junior II D Standard 2024.09.14",2024.09.14,"5600 Békéscsaba, Széchenyi u. 4"
206,XV. RexTerra Kupa - Felnőtt D LAT 2021.11.13,2021.11.13,"Kiskunhalas, Kossuth utca 23"
207,"C Országos Bajnokság, U21 Standard és Latin Magyar Bajnokság és Klubközi Verseny - MB U21 LAT 2015.11.14",2015.11.14,Nyíradony
208,VI. Danza Kupa - Gyermek II E Standard 2016.09.18,2016.09.18,Budapest
209,B-A-S és Senior Open Országos Bajnokság és Klubközi Táncverseny - Szóló Ifjúsági D LAT 2024.11.30,2024.11.30,"4060 Balmazújváros, Kastélykert utca 3"
210,XXIV.Zánkai Táncfesztivál - Gyermek I-II E LAT 2018.08.19,2018.08.19,Zánka
211,Közép-Magyarország Területi Bajnokság - Szóló Felnőtt D LAT 2024.03.03,2024.03.03,"Csömör, Major út 7-9"
212,"TáncSport Magyar Bajnokság, C és B Tíztánc Országos Bajnokság - MB Gyermek  Standard 2023.04.15",2023.04.15,"1213 Budapest, Hollandi út 8"
213,"Felnőtt-Ifi latin, Junior standard, Senior latin, Profi standard - Junior I D Standard 2022.04.24",2022.04.24,"9700, Március 15. tér 5"
214,"iDanceKupa2016 - Felnőtt-Ifjúsági Tíztánc, Junior Latin Ranglista, Professzionista Latin Ranglistaverseny - Felnőtt D Standard 2016.03.19",2016.03.19,Pécs
215,Spirit Kupa Kiskunmajsa - Felnőtt C Standard 2021.10.30,2021.10.30,"6120 Kiskunmajsa, Iskola utca 17"
216,"Felnőtt - Ifjúsági Standard, Junior Tíztánc és Professzionista Latin Ranglista Táncverseny - Gyermek II C Standard 2015.12.12",2015.12.12,Szentes
217,XXIV.Zánkai Táncfesztivál - Ifjúsági B LAT 2018.08.19,2018.08.19,Zánka
218,"ISIS DANCE OPEN-Felnőtt-Ifjúsági Tíztánc, Junior Standard, Senior 10 Tánc, Professional Latin ranglista - Felnőtt A LAT 2018.10.27",2018.10.27,Szombathely
219,Balaton Summer Táncverseny - Senior I D LAT 2024.08.09,2024.08.09,"8700 Marcali, Park utca 16"
220,"Lászlóvill Kupa Senior-Felnőtt-Ifjúsági Latin, Junior Standard, Profi Standard Ranglista és Klubközi Táncverseny - Felnőtt B Standard 2023.04.22",2023.04.22,"Mór, Táncsics Mihály u. 25"
221,TáncSport Magyar Bajnokság 2022 - Professzionista Felnőtt  LAT 2022.03.06,2022.03.06,"1213 Budapest, Hollandi út 8"
222,Ametiszt Kupa - Junior II B LAT 2024.11.23,2024.11.23,7400 Kaposvár Arany János út 97
223,28. Bem kupa - Felnőtt E LAT 2018.05.27,2018.05.27,Mogyoród
224,XXII. Lászlóvill Kupa - Felnőtt D LAT 2024.04.13,2024.04.13,Wekerle Sándor Szabadidőközpont Mór
225,"I. Szoldance Kupa -Hattánc, Nyolctánc Országos Bajnokság és Klubközi Táncverseny - OB Felnőtt E Hattánc 2023.02.11",2023.02.11,"5000 Szolnok, Tiszaligeti sétány 2"
226,iDanceKupa 2015 - Felnőtt C LAT 2015.05.09,2015.05.09,Pécs
227,"XIX.Gála Kupa Felnőtt-Ifjúsági Standard,Junior Latin,Senior Standard Ranglistaverseny és Klubközi Táncverseny - Ifjúsági E LAT 2018.04.22",2018.04.22,Zalaegerszeg
228,27. Bem kupa - Felnőtt D LAT 2017.11.18,2017.11.18,Mogyoród
229,Ritmo Kupa - C OB és Klubközi Táncverseny - Ifjúsági D LAT 2023.11.04,2023.11.04,"7761 Kozármisleny, Alkotmány tér 53"
230,"VII. Forma Kupa - Felnőtt ""B"" Standard 2014.04.12",2014.04.12,Algyő
231,Balaton Summer Táncverseny - Senior II E LAT 2022.08.13,2022.08.13,"8700 Marcali, Park utca 16"
232,XXI. Zánkai Táncfesztivál - Felnőtt D LAT 2015.08.24,2015.08.24,Zánka
233,Nyugat- Magyarország Területi Bajnokság - TB Felnőtt A LAT 2019.03.02,2019.03.02,Kaposvár
234,Balaton Summer Táncverseny - Ifjúsági D Standard 2023.08.11,2023.08.11,"Marcali, Park utca 16"
235,Nyugat- Magyarország Területi Bajnokság - TB Ifjúsági A LAT 2018.03.03,2018.03.03,Kaposvár
236,Nyugat-Magyarország Területi Bajnokság - TB Felnőtt S LAT 2016.03.12,2016.03.12,Kaposmérő
237,XVI. Hatvan Kupa - Junior II E Standard 2024.05.11,2024.05.11,"3000. Hatvan, Balassi Bálint út 2"
238,"VIII. Gemenc Kupa E 6Tánc, D 8Tánc OB és U21 Tíztánc Magyar Bajnokság - Junior I. ""D"" LAT 2014.03.29",2014.03.29,Tolna
239,-  0000.00.00,0000.00.00,
240,"E Országos Bajnokság, U21 10 Tánc Magyar Bajnokság és Klubközi Verseny - Felnőtt C Standard 2020.09.12",2020.09.12,"2146. Mogyoród, Iskola út 5"
241,VIII. Hatvan Kupa - Gyermek II D LAT 2016.05.29,2016.05.29,Hatvan
242,Forma Kupa - D Országos Bajnokság - OB Senior III D Standard 2021.10.02,2021.10.02,"6727 Szeged, Acél u 10"
243,II. Tenkes Kupa - Gyerek I-II. Lány-Lány Kezdő LAT 2014.10.11,2014.10.11,Siklós
244,-  0000.00.00,0000.00.00,
245,77. DanceNet Kupa - Gyermek II D LAT 2021.05.29,2021.05.29,"2141. Csömör, Major út 7-9"
246,Buda Open International Dance Festival 2018 - OPEN STANDARD SENIOR III 2018.04.28,2018.04.28,Budapest
247,iDance2019-C Országos Bajnokság és Klubközi Táncverseny - Junior II D LAT 2019.11.16,2019.11.16,"7761 Kozármisleny, Alkotmány tér 53"
248,Kelet-Magyarország TB - Formáció Gyermek Nagyformáció Lány LAT 2025.03.01,2025.03.01,"Kunszentmárton, Kossuth Lajos utca 40"
249,IV. Danza Kupa - Felnőtt C LAT 2015.10.18,2015.10.18,Budapest
250,"iDance2017 - Felnőtt-Ifjúsági Tíztánc, Junior Latin, Senior Standard Ranglista és Klubközi táncverseny - Junior I D LAT 2017.05.20",2017.05.20,Kozármisleny
251,I. C&M KUPA - Junior II D LAT 2016.10.02,2016.10.02,Siófok
252,Kelet-Magyarország Területi Bajnokság - Szóló Felnőtt C LAT 2024.03.02,2024.03.02,"5440 Kunszentmárton, Kossuth Lajos utca 40"
253,C Országos Bajnokság és Klubközi Táncverseny - OB Felnőtt C Standard 2022.11.05,2022.11.05,5000 Szolnok Stadion utca 9735
254,X. Gemenc Kupa - Junior II. Kezdő LAT 2015.03.22,2015.03.22,Tolna
255,Savaria Kupa Klubközi Táncverseny - IFI-D-LAT 2019.06.08,2019.06.08,"9700, Szombathely Március 15 tér 5"
256,"V. Duna Kupa D Országos Bajnokság - Ifjúsági-Felnőtt ""B"" Standard 2014.11.16",2014.11.16,Mohács
257,Budapest Bajnokság - TB Junior I C Standard 2017.03.18,2017.03.18,Budapest
258,-  0000.00.00,0000.00.00,
259,ISIS Dance - Junior I C Standard 2022.10.22,2022.10.22,"9700 Szombathely, Március 15. tér 5"
260,I. Érdi Kupa - Ifjúsági B LAT 2025.02.02,2025.02.02,"ÉRD Aréna, 2030. Érd, Velencei út 39-41"
